bpm	88
1	0.600	0	0	0	0	0	0	0	0
1	0.600	0	0	0	0	0	0	0	0
1	0.600	0	0	0	0	0	0	0	0
1	0.600	0	0	0	0	0	0	0	0
2	0.600	0	0	0	0	0	0	0	0
2	0.600	0	0	0	0	0	0	0	0
2	0.600	0	0	0	0	0	0	0	0
2	0.600	0	0	0	0	0	0	0	0
3	0.600	0	0	0	0	0	0	0	0
3	0.600	0	0	0	0	0	0	0	0
3	0.600	0	0	0	0	0	0	0	0
3	0.600	0	0	0	0	0	0	0	0
4	0.600	5	0	5	0	0	0	0	0
4	0.600	5	0	5	0	0	0	0	0
4	0.600	5	0	5	0	0	0	0	0
4	0.600	5	0	5	0	0	0	0	0
5	0.600	5	0	5	0	1	0	0	0
5	0.300	5	0	5	0	0	0	0	0
5	0.300	5	1	5	5	0	0	0	0
5	0.300	5	0	5	0	1	1	0	0
5	0.300	5	0	5	0	1	1	0	0
5	0.300	5	0	5	0	0	0	0	0
5	0.150	0	0	0	0	1	1	0	0
5	0.150	5	1	5	5	0	0	0	0
5	0.300	5	0	5	0	0	0	0	0
6	0.300	5	0	5	0	1	1	0	0
6	0.300	5	0	5	0	0	0	0	0
6	0.300	5	1	5	5	0	0	0	0
6	0.300	5	0	5	0	1	1	0	0
6	0.300	5	0	5	0	1	1	0	0
6	0.300	5	0	5	0	0	0	0	0
6	0.150	0	0	0	0	1	1	0	0
6	0.150	5	1	5	5	0	0	0	0
6	0.300	5	0	5	0	0	0	0	0
7	0.300	5	0	5	0	1	1	0	0
7	0.300	5	0	5	0	0	0	0	0
7	0.300	5	1	5	5	0	0	0	0
7	0.300	5	0	5	0	1	1	0	0
7	0.300	5	0	5	0	1	1	0	0
7	0.300	5	0	5	0	0	0	0	0
7	0.150	0	0	0	0	1	1	0	0
7	0.150	5	1	5	5	0	0	0	0
7	0.300	5	0	5	0	0	0	0	0
8	0.300	5	0	5	0	1	1	0	0
8	0.300	5	0	5	0	0	0	0	0
8	0.300	5	1	5	5	0	0	0	0
8	0.300	5	0	5	0	1	1	0	0
8	0.150	0	1	0	5	0	0	0	0
8	0.150	5	0	5	0	1	1	0	0
8	0.300	1	1	5	5	0	0	0	0
8	0.300	1	0	5	0	0	0	0	0
8	0.150	0	1	0	5	0	0	0	0
8	0.150	4	0	5	0	0	0	0	0
9	0.300	8	0	5	0	1	1	0	0
9	0.300	6	0	5	0	1	1	0	0
9	0.300	6	1	5	5	0	0	0	0
9	0.300	6	0	5	0	0	0	0	0
9	0.300	6	0	5	0	1	1	0	0
9	0.300	6	0	5	0	1	1	0	0
9	0.300	6	1	0	5	0	0	0	0
9	0.300	6	0	5	0	0	0	0	0
10	0.300	6	0	5	0	1	1	0	0
10	0.300	6	0	5	0	1	1	0	0
10	0.300	6	1	5	5	0	0	0	0
10	0.300	6	0	5	0	0	0	0	0
10	0.300	6	0	5	0	1	1	0	0
10	0.300	6	0	5	0	1	1	0	0
10	0.150	6	0	5	0	0	0	0	0
10	0.150	0	1	0	5	0	0	0	0
10	0.300	6	0	5	0	0	0	0	0
10	0.150	6	0	5	0	0	0	0	0
11	0.150	0	8	0	5	1	1	0	0
11	0.300	6	0	5	0	1	1	0	0
11	0.300	6	1	5	5	0	0	0	0
11	0.300	6	0	5	0	0	0	0	0
11	0.300	6	0	5	0	1	1	0	0
11	0.300	6	0	5	0	1	1	0	0
11	0.300	6	1	0	5	0	0	0	0
11	0.300	6	0	5	0	0	0	0	0
12	0.300	6	0	5	0	1	1	0	0
12	0.300	6	0	5	0	1	1	0	0
12	0.300	6	1	5	5	0	0	0	0
12	0.300	6	0	5	0	0	0	0	0
12	0.300	6	0	5	0	1	1	0	0
12	0.300	6	0	5	0	1	1	0	0
12	0.300	0	1	0	5	0	0	0	0
12	0.150	0	4	0	5	0	0	0	0
12	0.150	3	0	5	0	0	0	0	0
13	0.300	8	0	5	0	1	1	0	0
13	0.600	5	1	5	5	0	0	0	0
13	0.450	0	1	0	5	0	0	0	0
13	0.150	0	1	0	5	0	0	0	0
13	0.300	8	0	5	0	1	1	0	0
13	0.300	0	1	0	5	0	0	0	0
13	0.300	7	0	5	0	1	1	0	0
14	0.300	0	0	0	0	0	0	0	0
14	0.600	0	0	0	0	0	0	0	0
14	0.300	8	0	5	0	1	1	0	0
14	0.300	0	0	0	0	0	0	0	0
14	0.600	1	1	5	5	0	0	0	0
14	0.150	0	0	0	0	1	1	0	0
15	0.450	8	0	5	0	1	1	0	0
15	0.300	5	0	5	0	0	0	0	0
15	0.300	5	1	5	5	0	0	0	0
15	0.300	5	0	5	0	1	1	0	0
15	0.300	5	0	5	0	1	1	0	0
15	0.300	5	0	5	0	0	0	0	0
15	0.300	5	1	5	5	0	0	0	0
15	0.300	5	0	5	0	0	0	0	0
16	0.300	0	0	0	0	0	0	0	0
16	0.600	0	0	0	0	0	0	0	0
16	0.600	0	0	0	0	0	0	0	0
16	0.600	0	0	0	0	0	0	0	0
end	100
