t,XR,YR,ZR,XL,YL,ZL,theta 0,theta 7,theta 8,elbow R,elbow L,wrist R,wrist L,bass pedal,hihat control,head yaw,head pitch
41.4183,-0.1564,0.6585,-0.0715,-0.1390,0.3580,-0.4270,0.3329,0.1745,0.1745,0.0577,0.2642,0.5110,1.1267,-0.1536,-0.0524,0.2271,0.2635
41.4183,-0.1572,0.6612,-0.0730,-0.1390,0.3580,-0.4270,0.3339,0.1745,0.1745,0.0496,0.2639,0.4691,1.1233,-0.1780,-0.0524,0.2283,0.2753
41.4183,-0.1580,0.6636,-0.0744,-0.1390,0.3580,-0.4270,0.3349,0.1745,0.1745,0.0418,0.2625,0.4258,1.1186,-0.2023,-0.0524,0.2294,0.2866
41.4183,-0.1587,0.6659,-0.0759,-0.1390,0.3580,-0.4270,0.3357,0.1745,0.1745,0.0346,0.2603,0.3811,1.1125,-0.2261,-0.0524,0.2305,0.2972
41.4183,-0.1594,0.6679,-0.0772,-0.1390,0.3580,-0.4270,0.3365,0.1745,0.1745,0.0280,0.2572,0.3350,1.1050,-0.2488,-0.0524,0.2314,0.3071
41.4184,-0.1600,0.6697,-0.0784,-0.1390,0.3580,-0.4270,0.3372,0.1745,0.1745,0.0219,0.2534,0.2876,1.0961,-0.2702,-0.0524,0.2323,0.3162
41.4184,-0.1605,0.6713,-0.0796,-0.1390,0.3580,-0.4270,0.3378,0.1745,0.1745,0.0164,0.2488,0.2388,1.0859,-0.2896,-0.0524,0.2330,0.3244
41.4184,-0.1609,0.6727,-0.0806,-0.1390,0.3580,-0.4270,0.3384,0.1745,0.1745,0.0117,0.2434,0.1886,1.0743,-0.3068,-0.0524,0.2337,0.3316
41.4184,-0.1613,0.6739,-0.0814,-0.1390,0.3580,-0.4270,0.3388,0.1745,0.1745,0.0077,0.2375,0.1371,1.0613,-0.3214,-0.0524,0.2342,0.3376
41.4184,-0.1616,0.6748,-0.0821,-0.1390,0.3580,-0.4270,0.3392,0.1745,0.1745,0.0044,0.2309,0.0841,1.0469,-0.3331,-0.0524,0.2346,0.3425
41.4184,-0.1618,0.6754,-0.0826,-0.1390,0.3580,-0.4270,0.3394,0.1745,0.1745,0.0021,0.2238,0.0298,1.0312,-0.3417,-0.0524,0.2350,0.3461
41.4184,-0.1620,0.6758,-0.0829,-0.1390,0.3580,-0.4270,0.3396,0.1745,0.1745,0.0006,0.2162,-0.0259,1.0141,-0.3471,-0.0524,0.2351,0.3483
41.4184,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.3397,0.1745,0.1745,0.0000,0.2081,-0.0829,0.9956,-0.3491,-0.0524,0.2352,0.3491
41.7002,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.3397,0.1745,0.1745,0.0000,0.2075,-0.0873,0.9941,-0.3491,-0.0524,0.2352,0.3489
41.7002,-0.1619,0.6757,-0.0828,-0.1390,0.3580,-0.4270,0.3394,0.1745,0.1745,0.0007,0.1990,-0.0135,0.9742,-0.3480,-0.0524,0.2352,0.3485
41.7002,-0.1616,0.6748,-0.0821,-0.1390,0.3580,-0.4270,0.3386,0.1745,0.1745,0.0026,0.1901,0.0577,0.9528,-0.3447,-0.0524,0.2352,0.3478
41.7002,-0.1612,0.6734,-0.0811,-0.1390,0.3580,-0.4270,0.3373,0.1745,0.1745,0.0056,0.1810,0.1261,0.9301,-0.3393,-0.0524,0.2352,0.3468
41.7002,-0.1605,0.6714,-0.0796,-0.1390,0.3580,-0.4270,0.3355,0.1745,0.1745,0.0097,0.1716,0.1919,0.9060,-0.3318,-0.0524,0.2352,0.3456
41.7002,-0.1597,0.6690,-0.0779,-0.1390,0.3580,-0.4270,0.3333,0.1745,0.1745,0.0148,0.1620,0.2550,0.8805,-0.3224,-0.0524,0.2352,0.3442
41.7002,-0.1588,0.6660,-0.0760,-0.1390,0.3580,-0.4270,0.3308,0.1745,0.1745,0.0207,0.1522,0.3154,0.8537,-0.3111,-0.0524,0.2352,0.3425
41.7002,-0.1577,0.6626,-0.0738,-0.1390,0.3580,-0.4270,0.3278,0.1745,0.1745,0.0275,0.1424,0.3731,0.8254,-0.2981,-0.0524,0.2352,0.3407
41.7002,-0.1564,0.6587,-0.0716,-0.1390,0.3580,-0.4270,0.3246,0.1745,0.1745,0.0348,0.1325,0.4281,0.7958,-0.2835,-0.0524,0.2352,0.3386
41.7002,-0.1550,0.6544,-0.0693,-0.1390,0.3580,-0.4270,0.3211,0.1745,0.1745,0.0428,0.1226,0.4805,0.7648,-0.2676,-0.0524,0.2352,0.3364
41.7002,-0.1535,0.6497,-0.0671,-0.1390,0.3580,-0.4270,0.3174,0.1745,0.1745,0.0512,0.1127,0.5302,0.7325,-0.2505,-0.0524,0.2352,0.3340
41.7003,-0.1519,0.6446,-0.0650,-0.1390,0.3580,-0.4270,0.3135,0.1745,0.1745,0.0601,0.1030,0.5772,0.6988,-0.2324,-0.0524,0.2352,0.3314
41.7003,-0.1501,0.6391,-0.0631,-0.1390,0.3580,-0.4270,0.3094,0.1745,0.1745,0.0692,0.0934,0.6215,0.6637,-0.2137,-0.0524,0.2352,0.3287
41.7003,-0.1482,0.6333,-0.0614,-0.1390,0.3580,-0.4270,0.3052,0.1745,0.1745,0.0785,0.0840,0.6632,0.6272,-0.1944,-0.0524,0.2352,0.3258
41.7003,-0.1463,0.6272,-0.0602,-0.1390,0.3580,-0.4270,0.3009,0.1745,0.1745,0.0879,0.0748,0.7021,0.5893,-0.1749,-0.0524,0.2352,0.3229
41.7003,-0.1442,0.6208,-0.0593,-0.1390,0.3580,-0.4270,0.2966,0.1745,0.1745,0.0973,0.0659,0.7384,0.5501,-0.1554,-0.0524,0.2352,0.3198
41.7003,-0.1420,0.6141,-0.0590,-0.1390,0.3580,-0.4270,0.2922,0.1745,0.1745,0.1066,0.0574,0.7720,0.5095,-0.1361,-0.0524,0.2352,0.3166
41.7003,-0.1398,0.6071,-0.0592,-0.1390,0.3580,-0.4270,0.2879,0.1745,0.1745,0.1158,0.0493,0.8029,0.4675,-0.1173,-0.0524,0.2352,0.3133
41.7003,-0.1375,0.6000,-0.0601,-0.1390,0.3580,-0.4270,0.2837,0.1745,0.1745,0.1246,0.0416,0.8312,0.4241,-0.0992,-0.0524,0.2352,0.3099
41.7003,-0.1351,0.5925,-0.0617,-0.1390,0.3580,-0.4270,0.2795,0.1745,0.1745,0.1331,0.0344,0.8567,0.3794,-0.0821,-0.0524,0.2352,0.3064
41.7003,-0.1326,0.5850,-0.0640,-0.1390,0.3580,-0.4270,0.2755,0.1745,0.1745,0.1410,0.0277,0.8796,0.3333,-0.0661,-0.0524,0.2352,0.3029
41.7003,-0.1301,0.5772,-0.0670,-0.1390,0.3580,-0.4270,0.2717,0.1745,0.1745,0.1484,0.0217,0.8998,0.2858,-0.0515,-0.0524,0.2352,0.2993
41.7003,-0.1276,0.5693,-0.0709,-0.1390,0.3580,-0.4270,0.2681,0.1745,0.1745,0.1552,0.0162,0.9173,0.2370,-0.0384,-0.0524,0.2352,0.2957
41.7003,-0.1250,0.5612,-0.0757,-0.1390,0.3580,-0.4270,0.2647,0.1745,0.1745,0.1611,0.0115,0.9322,0.1867,-0.0271,-0.0524,0.2352,0.2921
41.7003,-0.1223,0.5531,-0.0813,-0.1390,0.3580,-0.4270,0.2616,0.1745,0.1745,0.1663,0.0075,0.9443,0.1351,-0.0176,-0.0524,0.2352,0.2884
41.7003,-0.1197,0.5448,-0.0878,-0.1390,0.3580,-0.4270,0.2589,0.1745,0.1745,0.1704,0.0043,0.9538,0.0821,-0.0100,-0.0524,0.2352,0.2847
41.7003,-0.1170,0.5365,-0.0952,-0.1390,0.3580,-0.4270,0.2565,0.1745,0.1745,0.1735,0.0020,0.9606,0.0278,-0.0045,-0.0524,0.2352,0.2809
41.7003,-0.1143,0.5282,-0.1035,-0.1390,0.3580,-0.4270,0.2545,0.1745,0.1745,0.1755,0.0005,0.9647,-0.0280,-0.0012,-0.0524,0.2352,0.2772
41.8417,-0.1115,0.5195,-0.1130,-0.1390,0.3580,-0.4270,0.2529,0.1745,0.1745,0.1762,0.0000,0.9662,-0.0873,0.0000,-0.0524,0.2352,0.2735
41.8418,-0.1088,0.5111,-0.1231,-0.1390,0.3582,-0.4263,0.2517,0.1745,0.1745,0.1755,0.0007,0.9648,-0.0135,0.0000,-0.0524,0.2349,0.2691
41.8418,-0.1061,0.5028,-0.1339,-0.1389,0.3589,-0.4243,0.2499,0.1745,0.1742,0.1736,0.0026,0.9608,0.0577,0.0000,-0.0524,0.2341,0.2647
41.8418,-0.1034,0.4945,-0.1456,-0.1387,0.3600,-0.4209,0.2476,0.1745,0.1738,0.1705,0.0056,0.9541,0.1261,0.0000,-0.0524,0.2329,0.2602
41.8418,-0.1008,0.4862,-0.1580,-0.1385,0.3615,-0.4164,0.2448,0.1745,0.1733,0.1664,0.0097,0.9447,0.1919,0.0000,-0.0524,0.2311,0.2556
41.8418,-0.0981,0.4781,-0.1711,-0.1383,0.3634,-0.4107,0.2415,0.1745,0.1726,0.1614,0.0148,0.9327,0.2550,0.0000,-0.0524,0.2290,0.2511
41.8418,-0.0955,0.4700,-0.1849,-0.1379,0.3657,-0.4040,0.2378,0.1745,0.1717,0.1554,0.0207,0.9179,0.3154,0.0000,-0.0524,0.2265,0.2465
41.8418,-0.0930,0.4621,-0.1992,-0.1376,0.3684,-0.3964,0.2338,0.1745,0.1708,0.1487,0.0275,0.9005,0.3731,0.0000,-0.0524,0.2237,0.2418
41.8418,-0.0905,0.4543,-0.2140,-0.1372,0.3714,-0.3880,0.2294,0.1745,0.1697,0.1413,0.0348,0.8804,0.4281,0.0000,-0.0524,0.2207,0.2372
41.8418,-0.0880,0.4467,-0.2291,-0.1367,0.3747,-0.3789,0.2248,0.1745,0.1685,0.1334,0.0428,0.8576,0.4805,0.0000,-0.0524,0.2174,0.2325
41.8418,-0.0856,0.4393,-0.2446,-0.1362,0.3783,-0.3691,0.2200,0.1745,0.1672,0.1249,0.0512,0.8322,0.5302,0.0000,-0.0524,0.2139,0.2278
41.8418,-0.0833,0.4321,-0.2603,-0.1357,0.3823,-0.3589,0.2149,0.1745,0.1658,0.1161,0.0601,0.8040,0.5772,0.0000,-0.0524,0.2103,0.2232
41.8418,-0.0811,0.4252,-0.2760,-0.1351,0.3865,-0.3483,0.2097,0.1745,0.1643,0.1070,0.0692,0.7732,0.6215,0.0000,-0.0524,0.2066,0.2185
41.8418,-0.0789,0.4185,-0.2917,-0.1345,0.3910,-0.3374,0.2044,0.1745,0.1626,0.0977,0.0785,0.7397,0.6632,0.0000,-0.0524,0.2028,0.2138
41.8418,-0.0768,0.4120,-0.3074,-0.1339,0.3957,-0.3264,0.1991,0.1745,0.1609,0.0883,0.0879,0.7035,0.7021,0.0000,-0.0524,0.1989,0.2092
41.8418,-0.0748,0.4059,-0.3227,-0.1332,0.4007,-0.3153,0.1937,0.1745,0.1591,0.0788,0.0973,0.6647,0.7384,0.0000,-0.0524,0.1951,0.2046
41.8418,-0.0730,0.4001,-0.3377,-0.1325,0.4059,-0.3043,0.1884,0.1745,0.1573,0.0695,0.1066,0.6231,0.7720,0.0000,-0.0524,0.1914,0.2000
41.8418,-0.0712,0.3946,-0.3522,-0.1317,0.4112,-0.2935,0.1831,0.1745,0.1553,0.0604,0.1158,0.5789,0.8029,0.0000,-0.0524,0.1878,0.1954
41.8418,-0.0695,0.3895,-0.3660,-0.1310,0.4168,-0.2829,0.1779,0.1745,0.1533,0.0516,0.1246,0.5320,0.8312,0.0000,-0.0524,0.1843,0.1909
41.8418,-0.0680,0.3848,-0.3791,-0.1302,0.4225,-0.2726,0.1729,0.1745,0.1513,0.0431,0.1331,0.4824,0.8567,0.0000,-0.0524,0.1810,0.1864
41.8418,-0.0666,0.3804,-0.3914,-0.1294,0.4284,-0.2628,0.1681,0.1745,0.1491,0.0351,0.1410,0.4301,0.8796,0.0000,-0.0524,0.1780,0.1820
41.8418,-0.0654,0.3766,-0.4026,-0.1286,0.4344,-0.2535,0.1635,0.1745,0.1470,0.0277,0.1484,0.3752,0.8998,0.0000,-0.0524,0.1752,0.1777
41.8418,-0.0643,0.3731,-0.4126,-0.1277,0.4405,-0.2448,0.1592,0.1745,0.1448,0.0210,0.1552,0.3176,0.9173,0.0000,-0.0524,0.1727,0.1734
41.8418,-0.0633,0.3701,-0.4215,-0.1269,0.4467,-0.2367,0.1552,0.1745,0.1425,0.0150,0.1611,0.2573,0.9322,0.0000,-0.0524,0.1706,0.1692
41.8418,-0.0625,0.3676,-0.4289,-0.1260,0.4530,-0.2293,0.1516,0.1745,0.1403,0.0099,0.1663,0.1943,0.9443,0.0000,-0.0524,0.1688,0.1650
41.8418,-0.0619,0.3657,-0.4349,-0.1252,0.4594,-0.2227,0.1484,0.1745,0.1380,0.0058,0.1704,0.1286,0.9538,0.0000,-0.0524,0.1676,0.1610
41.8418,-0.0614,0.3642,-0.4393,-0.1243,0.4658,-0.2168,0.1457,0.1745,0.1356,0.0027,0.1735,0.0603,0.9606,0.0000,-0.0524,0.1668,0.1570
41.8418,-0.0611,0.3633,-0.4420,-0.1234,0.4723,-0.2118,0.1434,0.1745,0.1333,0.0007,0.1755,-0.0108,0.9647,0.0000,-0.0524,0.1665,0.1532
41.9831,-0.0610,0.3630,-0.4430,-0.1225,0.4790,-0.2075,0.1417,0.1745,0.1309,0.0000,0.1762,-0.0873,0.9662,0.0000,-0.0524,0.1665,0.1494
41.9831,-0.0607,0.3632,-0.4423,-0.1216,0.4855,-0.2042,0.1389,0.1745,0.1286,0.0007,0.1755,-0.0135,0.9648,0.0000,-0.0524,0.1665,0.1457
41.9831,-0.0599,0.3638,-0.4403,-0.1207,0.4919,-0.2018,0.1351,0.1742,0.1262,0.0026,0.1736,0.0577,0.9608,0.0000,-0.0524,0.1665,0.1422
41.9831,-0.0585,0.3648,-0.4371,-0.1199,0.4983,-0.2002,0.1302,0.1738,0.1239,0.0056,0.1705,0.1261,0.9541,0.0000,-0.0524,0.1665,0.1388
41.9831,-0.0566,0.3662,-0.4327,-0.1190,0.5047,-0.1995,0.1244,0.1733,0.1216,0.0097,0.1664,0.1919,0.9447,0.0000,-0.0524,0.1665,0.1355
41.9831,-0.0542,0.3680,-0.4272,-0.1181,0.5110,-0.1996,0.1178,0.1726,0.1194,0.0148,0.1614,0.2550,0.9327,0.0000,-0.0524,0.1665,0.1323
41.9831,-0.0513,0.3701,-0.4208,-0.1173,0.5172,-0.2005,0.1105,0.1717,0.1171,0.0207,0.1554,0.3154,0.9179,0.0000,-0.0524,0.1665,0.1293
41.9831,-0.0479,0.3725,-0.4134,-0.1164,0.5234,-0.2022,0.1024,0.1708,0.1149,0.0275,0.1487,0.3731,0.9005,0.0000,-0.0524,0.1665,0.1264
41.9831,-0.0441,0.3753,-0.4053,-0.1156,0.5294,-0.2046,0.0938,0.1697,0.1127,0.0348,0.1413,0.4281,0.8804,0.0000,-0.0524,0.1665,0.1237
41.9831,-0.0400,0.3783,-0.3964,-0.1148,0.5353,-0.2076,0.0847,0.1685,0.1106,0.0428,0.1334,0.4805,0.8576,0.0000,-0.0524,0.1665,0.1211
41.9831,-0.0354,0.3817,-0.3870,-0.1140,0.5410,-0.2113,0.0751,0.1672,0.1085,0.0512,0.1249,0.5302,0.8322,0.0000,-0.0524,0.1665,0.1187
41.9831,-0.0304,0.3853,-0.3772,-0.1133,0.5466,-0.2155,0.0652,0.1658,0.1065,0.0601,0.1161,0.5772,0.8040,0.0000,-0.0524,0.1665,0.1165
41.9831,-0.0251,0.3891,-0.3670,-0.1126,0.5519,-0.2201,0.0551,0.1643,0.1046,0.0692,0.1070,0.6215,0.7732,0.0000,-0.0524,0.1665,0.1144
41.9831,-0.0194,0.3933,-0.3565,-0.1118,0.5571,-0.2252,0.0447,0.1626,0.1027,0.0785,0.0977,0.6632,0.7397,0.0000,-0.0524,0.1665,0.1125
41.9831,-0.0135,0.3976,-0.3460,-0.1112,0.5621,-0.2305,0.0343,0.1609,0.1009,0.0879,0.0883,0.7021,0.7035,0.0000,-0.0524,0.1665,0.1108
41.9831,-0.0072,0.4022,-0.3354,-0.1105,0.5668,-0.2361,0.0239,0.1591,0.0992,0.0973,0.0788,0.7384,0.6647,0.0000,-0.0524,0.1665,0.1093
41.9831,-0.0007,0.4069,-0.3249,-0.1099,0.5713,-0.2418,0.0135,0.1573,0.0976,0.1066,0.0695,0.7720,0.6231,0.0000,-0.0524,0.1665,0.1080
41.9831,0.0061,0.4118,-0.3145,-0.1093,0.5756,-0.2476,0.0033,0.1553,0.0961,0.1158,0.0604,0.8029,0.5789,0.0000,-0.0524,0.1665,0.1069
41.9831,0.0131,0.4169,-0.3045,-0.1088,0.5795,-0.2533,-0.0066,0.1533,0.0947,0.1246,0.0516,0.8312,0.5320,0.0000,-0.0524,0.1665,0.1061
41.9831,0.0203,0.4222,-0.2948,-0.1083,0.5832,-0.2588,-0.0162,0.1513,0.0933,0.1331,0.0431,0.8567,0.4824,0.0000,-0.0524,0.1665,0.1054
41.9831,0.0277,0.4276,-0.2855,-0.1078,0.5865,-0.2642,-0.0255,0.1491,0.0921,0.1410,0.0351,0.8796,0.4301,0.0000,-0.0524,0.1665,0.1050
41.9831,0.0353,0.4331,-0.2768,-0.1074,0.5895,-0.2692,-0.0342,0.1470,0.0910,0.1484,0.0277,0.8998,0.3752,0.0000,-0.0524,0.1665,0.1047
41.9831,0.0430,0.4387,-0.2686,-0.1071,0.5922,-0.2737,-0.0424,0.1448,0.0901,0.1552,0.0210,0.9173,0.3176,0.0000,-0.0524,0.1665,0.1050
41.9831,0.0508,0.4444,-0.2611,-0.1068,0.5945,-0.2778,-0.0499,0.1425,0.0893,0.1611,0.0150,0.9322,0.2573,0.0000,-0.0524,0.1665,0.1063
41.9831,0.0588,0.4502,-0.2543,-0.1065,0.5964,-0.2813,-0.0567,0.1403,0.0886,0.1663,0.0099,0.9443,0.1943,0.0000,-0.0524,0.1665,0.1089
41.9832,0.0668,0.4560,-0.2483,-0.1063,0.5979,-0.2841,-0.0626,0.1380,0.0880,0.1704,0.0058,0.9538,0.1286,0.0000,-0.0524,0.1665,0.1125
41.9832,0.0749,0.4619,-0.2431,-0.1061,0.5991,-0.2862,-0.0677,0.1356,0.0876,0.1735,0.0027,0.9606,0.0603,0.0000,-0.0524,0.1665,0.1172
41.9832,0.0830,0.4678,-0.2387,-0.1060,0.5998,-0.2875,-0.0717,0.1333,0.0874,0.1755,0.0007,0.9647,-0.0108,0.0000,-0.0524,0.1665,0.1228
42.1193,0.0915,0.4740,-0.2350,-0.1060,0.6000,-0.2880,-0.0748,0.1309,0.0873,0.1762,0.0000,0.9662,-0.0873,0.0000,-0.0524,0.1665,0.1293
42.1193,0.0997,0.4799,-0.2323,-0.1057,0.6000,-0.2875,-0.0765,0.1286,0.0873,0.1755,0.0007,0.9648,-0.0135,0.0000,-0.0524,0.1642,0.1366
42.1193,0.1078,0.4859,-0.2305,-0.1049,0.6000,-0.2860,-0.0789,0.1262,0.0873,0.1736,0.0026,0.9608,0.0577,0.0000,-0.0524,0.1577,0.1445
42.1193,0.1159,0.4917,-0.2296,-0.1036,0.6001,-0.2835,-0.0819,0.1239,0.0873,0.1705,0.0056,0.9541,0.1261,0.0000,-0.0524,0.1472,0.1532
42.1193,0.1239,0.4976,-0.2294,-0.1017,0.6001,-0.2801,-0.0855,0.1216,0.0873,0.1664,0.0097,0.9447,0.1919,0.0000,-0.0524,0.1332,0.1623
42.1193,0.1319,0.5034,-0.2302,-0.0994,0.6002,-0.2760,-0.0897,0.1194,0.0873,0.1614,0.0148,0.9327,0.2550,0.0000,-0.0524,0.1158,0.1720
42.1193,0.1397,0.5091,-0.2317,-0.0966,0.6003,-0.2711,-0.0943,0.1171,0.0873,0.1554,0.0207,0.9179,0.3154,0.0000,-0.0524,0.0956,0.1820
42.1193,0.1474,0.5147,-0.2339,-0.0934,0.6003,-0.2656,-0.0994,0.1149,0.0873,0.1487,0.0275,0.9005,0.3731,0.0000,-0.0524,0.0728,0.1924
42.1193,0.1550,0.5202,-0.2369,-0.0898,0.6004,-0.2595,-0.1049,0.1127,0.0873,0.1413,0.0348,0.8804,0.4281,0.0000,-0.0524,0.0478,0.2030
42.1193,0.1624,0.5256,-0.2405,-0.0857,0.6006,-0.2530,-0.1107,0.1106,0.0873,0.1334,0.0428,0.8576,0.4805,0.0000,-0.0524,0.0209,0.2138
42.1193,0.1696,0.5309,-0.2447,-0.0813,0.6007,-0.2461,-0.1167,0.1085,0.0873,0.1249,0.0512,0.8322,0.5302,0.0000,-0.0524,-0.0076,0.2247
42.1193,0.1766,0.5360,-0.2494,-0.0765,0.6008,-0.2390,-0.1230,0.1065,0.0873,0.1161,0.0601,0.8040,0.5772,0.0000,-0.0524,-0.0372,0.2356
42.1193,0.1834,0.5409,-0.2545,-0.0714,0.6009,-0.2317,-0.1295,0.1046,0.0873,0.1070,0.0692,0.7732,0.6215,0.0000,-0.0524,-0.0677,0.2465
42.1193,0.1900,0.5457,-0.2601,-0.0659,0.6011,-0.2243,-0.1360,0.1027,0.0873,0.0977,0.0785,0.7397,0.6632,0.0000,-0.0524,-0.0987,0.2572
42.1194,0.1962,0.5502,-0.2659,-0.0602,0.6012,-0.2170,-0.1427,0.1009,0.0873,0.0883,0.0879,0.7035,0.7021,0.0000,-0.0524,-0.1299,0.2676
42.1194,0.2022,0.5546,-0.2719,-0.0541,0.6014,-0.2098,-0.1493,0.0992,0.0873,0.0788,0.0973,0.6647,0.7384,0.0000,-0.0524,-0.1609,0.2778
42.1194,0.2079,0.5587,-0.2781,-0.0479,0.6016,-0.2029,-0.1559,0.0976,0.0873,0.0695,0.1066,0.6231,0.7720,0.0000,-0.0524,-0.1914,0.2876
42.1194,0.2132,0.5626,-0.2842,-0.0413,0.6018,-0.1963,-0.1624,0.0961,0.0873,0.0604,0.1158,0.5789,0.8029,0.0000,-0.0524,-0.2211,0.2970
42.1194,0.2182,0.5662,-0.2903,-0.0346,0.6019,-0.1900,-0.1688,0.0947,0.0873,0.0516,0.1246,0.5320,0.8312,0.0000,-0.0524,-0.2495,0.3059
42.1194,0.2228,0.5696,-0.2962,-0.0276,0.6021,-0.1843,-0.1749,0.0933,0.0873,0.0431,0.1331,0.4824,0.8567,0.0000,-0.0524,-0.2765,0.3141
42.1194,0.2270,0.5726,-0.3019,-0.0205,0.6023,-0.1791,-0.1808,0.0921,0.0873,0.0351,0.1410,0.4301,0.8796,0.0000,-0.0524,-0.3015,0.3217
42.1194,0.2308,0.5754,-0.3072,-0.0132,0.6025,-0.1745,-0.1864,0.0910,0.0873,0.0277,0.1484,0.3752,0.8998,0.0000,-0.0524,-0.3243,0.3285
42.1194,0.2342,0.5778,-0.3120,-0.0057,0.6027,-0.1706,-0.1917,0.0901,0.0873,0.0210,0.1552,0.3176,0.9173,0.0000,-0.0524,-0.3445,0.3344
42.1194,0.2371,0.5799,-0.3163,0.0018,0.6029,-0.1674,-0.1965,0.0893,0.0873,0.0150,0.1611,0.2573,0.9322,0.0000,-0.0524,-0.3618,0.3395
42.1194,0.2395,0.5817,-0.3200,0.0095,0.6031,-0.1649,-0.2009,0.0886,0.0873,0.0099,0.1663,0.1943,0.9443,0.0000,-0.0524,-0.3759,0.3436
42.1194,0.2414,0.5831,-0.3229,0.0172,0.6034,-0.1633,-0.2047,0.0880,0.0873,0.0058,0.1704,0.1286,0.9538,0.0000,-0.0524,-0.3864,0.3466
42.1194,0.2428,0.5841,-0.3251,0.0250,0.6036,-0.1625,-0.2080,0.0876,0.0873,0.0027,0.1735,0.0603,0.9606,0.0000,-0.0524,-0.3929,0.3484
42.1194,0.2437,0.5848,-0.3265,0.0328,0.6038,-0.1625,-0.2106,0.0874,0.0873,0.0007,0.1755,-0.0108,0.9647,0.0000,-0.0524,-0.3952,0.3491
42.2607,0.2440,0.5850,-0.3270,0.0410,0.6040,-0.1635,-0.2126,0.0873,0.0873,0.0000,0.1762,-0.0873,0.9662,0.0000,-0.0524,-0.3952,0.3489
42.2607,0.2440,0.5848,-0.3265,0.0489,0.6042,-0.1653,-0.2161,0.0873,0.0873,0.0007,0.1755,-0.0135,0.9648,0.0000,-0.0524,-0.3952,0.3486
42.2607,0.2441,0.5842,-0.3251,0.0567,0.6044,-0.1679,-0.2207,0.0876,0.0873,0.0026,0.1736,0.0577,0.9608,0.0000,-0.0524,-0.3952,0.3480
42.2607,0.2443,0.5831,-0.3229,0.0645,0.6046,-0.1714,-0.2264,0.0880,0.0873,0.0056,0.1705,0.1261,0.9541,0.0000,-0.0524,-0.3952,0.3472
42.2607,0.2446,0.5817,-0.3198,0.0722,0.6049,-0.1757,-0.2331,0.0885,0.0873,0.0097,0.1664,0.1919,0.9447,0.0000,-0.0524,-0.3952,0.3462
42.2607,0.2449,0.5799,-0.3160,0.0799,0.6051,-0.1808,-0.2407,0.0892,0.0873,0.0148,0.1614,0.2550,0.9327,0.0000,-0.0524,-0.3952,0.3449
42.2607,0.2453,0.5778,-0.3115,0.0875,0.6053,-0.1865,-0.2491,0.0900,0.0873,0.0207,0.1554,0.3154,0.9179,0.0000,-0.0524,-0.3952,0.3434
42.2607,0.2457,0.5753,-0.3065,0.0949,0.6055,-0.1930,-0.2582,0.0910,0.0873,0.0275,0.1487,0.3731,0.9005,0.0000,-0.0524,-0.3952,0.3418
42.2607,0.2462,0.5725,-0.3010,0.1022,0.6057,-0.2001,-0.2680,0.0921,0.0873,0.0348,0.1413,0.4281,0.8804,0.0000,-0.0524,-0.3952,0.3399
42.2607,0.2468,0.5693,-0.2951,0.1093,0.6059,-0.2078,-0.2783,0.0933,0.0873,0.0428,0.1334,0.4805,0.8576,0.0000,-0.0524,-0.3952,0.3378
42.2607,0.2474,0.5659,-0.2889,0.1163,0.6060,-0.2159,-0.2890,0.0946,0.0873,0.0512,0.1249,0.5302,0.8322,0.0000,-0.0524,-0.3952,0.3355
42.2607,0.2480,0.5622,-0.2825,0.1231,0.6062,-0.2245,-0.3000,0.0960,0.0873,0.0601,0.1161,0.5772,0.8040,0.0000,-0.0524,-0.3952,0.3330
42.2607,0.2487,0.5583,-0.2760,0.1296,0.6064,-0.2334,-0.3113,0.0975,0.0873,0.0692,0.1070,0.6215,0.7732,0.0000,-0.0524,-0.3952,0.3303
42.2607,0.2495,0.5541,-0.2694,0.1359,0.6066,-0.2425,-0.3228,0.0992,0.0873,0.0785,0.0977,0.6632,0.7397,0.0000,-0.0524,-0.3952,0.3274
42.2607,0.2502,0.5496,-0.2630,0.1420,0.6067,-0.2518,-0.3344,0.1009,0.0873,0.0879,0.0883,0.7021,0.7035,0.0000,-0.0524,-0.3952,0.3244
42.2608,0.2511,0.5450,-0.2568,0.1477,0.6069,-0.2611,-0.3459,0.1027,0.0873,0.0973,0.0788,0.7384,0.6647,0.0000,-0.0524,-0.3952,0.3212
42.2608,0.2519,0.5401,-0.2508,0.1532,0.6071,-0.2703,-0.3573,0.1045,0.0873,0.1066,0.0695,0.7720,0.6231,0.0000,-0.0524,-0.3952,0.3178
42.2608,0.2528,0.5351,-0.2452,0.1583,0.6072,-0.2794,-0.3685,0.1065,0.0873,0.1158,0.0604,0.8029,0.5789,0.0000,-0.0524,-0.3952,0.3142
42.2608,0.2537,0.5298,-0.2400,0.1631,0.6073,-0.2882,-0.3794,0.1085,0.0873,0.1246,0.0516,0.8312,0.5320,0.0000,-0.0524,-0.3952,0.3105
42.2608,0.2547,0.5245,-0.2353,0.1676,0.6074,-0.2966,-0.3899,0.1105,0.0873,0.1331,0.0431,0.8567,0.4824,0.0000,-0.0524,-0.3952,0.3066
