t,XR,YR,ZR,XL,YL,ZL,theta 0,theta 7,theta 8,elbow R,elbow L,wrist R,wrist L,bass pedal,hihat control,head yaw,head pitch
37.7745,-0.0610,0.3630,-0.4430,-0.1390,0.3580,-0.4270,0.2688,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1665,0.3491
37.7745,-0.0610,0.3631,-0.4428,-0.1390,0.3580,-0.4270,0.2688,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1665,0.3491
37.7745,-0.0611,0.3633,-0.4421,-0.1390,0.3580,-0.4270,0.2689,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1666,0.3490
37.7745,-0.0612,0.3637,-0.4410,-0.1390,0.3580,-0.4270,0.2690,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1666,0.3490
37.7745,-0.0614,0.3642,-0.4394,-0.1390,0.3580,-0.4270,0.2691,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1667,0.3489
37.7746,-0.0616,0.3648,-0.4375,-0.1390,0.3580,-0.4270,0.2693,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1669,0.3488
37.7746,-0.0618,0.3656,-0.4351,-0.1390,0.3580,-0.4270,0.2696,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1671,0.3486
37.7746,-0.0621,0.3665,-0.4323,-0.1390,0.3580,-0.4270,0.2698,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1673,0.3484
37.7746,-0.0625,0.3676,-0.4292,-0.1390,0.3580,-0.4270,0.2701,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1675,0.3482
37.7746,-0.0628,0.3687,-0.4256,-0.1390,0.3580,-0.4270,0.2705,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1678,0.3478
37.7746,-0.0633,0.3700,-0.4218,-0.1390,0.3580,-0.4270,0.2709,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1681,0.3474
37.7746,-0.0637,0.3714,-0.4175,-0.1390,0.3580,-0.4270,0.2713,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1684,0.3469
37.7746,-0.0642,0.3730,-0.4130,-0.1390,0.3580,-0.4270,0.2718,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1687,0.3463
37.7746,-0.0648,0.3746,-0.4081,-0.1390,0.3580,-0.4270,0.2723,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1691,0.3457
37.7746,-0.0653,0.3764,-0.4030,-0.1390,0.3580,-0.4270,0.2728,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1695,0.3449
37.7746,-0.0659,0.3783,-0.3975,-0.1390,0.3580,-0.4270,0.2733,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1699,0.3440
37.7746,-0.0666,0.3803,-0.3918,-0.1390,0.3580,-0.4270,0.2739,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1704,0.3430
37.7746,-0.0673,0.3824,-0.3858,-0.1390,0.3580,-0.4270,0.2746,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1708,0.3420
37.7746,-0.0680,0.3846,-0.3796,-0.1390,0.3580,-0.4270,0.2752,0.1745,0.1745,0.0001,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1713,0.3408
37.7746,-0.0687,0.3869,-0.3732,-0.1390,0.3580,-0.4270,0.2759,0.1745,0.1745,0.0000,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1718,0.3395
37.7746,-0.0695,0.3893,-0.3665,-0.1390,0.3580,-0.4270,0.2766,0.1745,0.1745,0.0005,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1724,0.3380
37.7746,-0.0703,0.3918,-0.3597,-0.1390,0.3580,-0.4270,0.2773,0.1745,0.1745,0.0016,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1729,0.3365
37.7746,-0.0711,0.3944,-0.3527,-0.1390,0.3580,-0.4270,0.2781,0.1745,0.1745,0.0032,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1735,0.3348
37.7746,-0.0720,0.3971,-0.3455,-0.1390,0.3580,-0.4270,0.2789,0.1745,0.1745,0.0054,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1741,0.3330
37.7746,-0.0729,0.3999,-0.3382,-0.1390,0.3580,-0.4270,0.2797,0.1745,0.1745,0.0081,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1747,0.3311
37.7746,-0.0738,0.4027,-0.3308,-0.1390,0.3580,-0.4270,0.2806,0.1745,0.1745,0.0113,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1754,0.3290
37.7746,-0.0748,0.4057,-0.3233,-0.1390,0.3580,-0.4270,0.2814,0.1745,0.1745,0.0150,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1760,0.3269
37.7746,-0.0757,0.4087,-0.3157,-0.1390,0.3580,-0.4270,0.2823,0.1745,0.1745,0.0191,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1767,0.3245
37.7746,-0.0767,0.4118,-0.3079,-0.1390,0.3580,-0.4270,0.2832,0.1745,0.1745,0.0236,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1774,0.3221
37.7746,-0.0778,0.4150,-0.3002,-0.1390,0.3580,-0.4270,0.2841,0.1745,0.1745,0.0285,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1781,0.3195
37.7746,-0.0788,0.4182,-0.2923,-0.1390,0.3580,-0.4270,0.2851,0.1745,0.1745,0.0339,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1788,0.3168
37.7746,-0.0799,0.4215,-0.2845,-0.1390,0.3580,-0.4270,0.2860,0.1745,0.1745,0.0395,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1796,0.3139
37.7746,-0.0810,0.4249,-0.2766,-0.1390,0.3580,-0.4270,0.2870,0.1745,0.1745,0.0455,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1803,0.3109
37.7746,-0.0821,0.4284,-0.2687,-0.1390,0.3580,-0.4270,0.2880,0.1745,0.1745,0.0518,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1811,0.3078
37.7746,-0.0832,0.4319,-0.2608,-0.1390,0.3580,-0.4270,0.2890,0.1745,0.1745,0.0584,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1819,0.3046
37.7746,-0.0844,0.4354,-0.2530,-0.1390,0.3580,-0.4270,0.2901,0.1745,0.1745,0.0653,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1827,0.3012
37.7746,-0.0855,0.4390,-0.2452,-0.1390,0.3580,-0.4270,0.2911,0.1745,0.1745,0.0724,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1835,0.2977
37.7746,-0.0867,0.4427,-0.2374,-0.1390,0.3580,-0.4270,0.2921,0.1745,0.1745,0.0797,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1843,0.2941
37.7746,-0.0879,0.4465,-0.2297,-0.1390,0.3580,-0.4270,0.2932,0.1745,0.1745,0.0872,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1851,0.2903
37.7746,-0.0891,0.4502,-0.2221,-0.1390,0.3580,-0.4270,0.2943,0.1745,0.1745,0.0949,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1860,0.2864
37.7746,-0.0904,0.4540,-0.2145,-0.1390,0.3580,-0.4270,0.2954,0.1745,0.1745,0.1028,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1868,0.2824
37.7746,-0.0916,0.4579,-0.2071,-0.1390,0.3580,-0.4270,0.2965,0.1745,0.1745,0.1107,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1877,0.2783
37.7747,-0.0929,0.4618,-0.1997,-0.1390,0.3580,-0.4270,0.2976,0.1745,0.1745,0.1188,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1886,0.2741
37.7747,-0.0942,0.4658,-0.1925,-0.1390,0.3580,-0.4270,0.2987,0.1745,0.1745,0.1269,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1894,0.2698
37.7747,-0.0954,0.4697,-0.1854,-0.1390,0.3580,-0.4270,0.2998,0.1745,0.1745,0.1351,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1903,0.2654
37.7747,-0.0967,0.4737,-0.1785,-0.1390,0.3580,-0.4270,0.3010,0.1745,0.1745,0.1433,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1912,0.2609
37.7747,-0.0980,0.4778,-0.1716,-0.1390,0.3580,-0.4270,0.3021,0.1745,0.1745,0.1516,0.0001,0.3491,0.3491,0.0000,-0.0524,0.1921,0.2563
37.7747,-0.0993,0.4818,-0.1650,-0.1390,0.3580,-0.4270,0.3032,0.1745,0.1745,0.1598,0.0000,0.3491,0.3491,0.0000,-0.0524,0.1930,0.2516
37.7747,-0.1007,0.4859,-0.1585,-0.1390,0.3580,-0.4270,0.3044,0.1745,0.1745,0.1680,0.0004,0.3491,0.3491,0.0000,-0.0524,0.1939,0.2468
37.7747,-0.1020,0.4900,-0.1522,-0.1390,0.3580,-0.4270,0.3055,0.1745,0.1745,0.1761,0.0013,0.3491,0.3491,0.0000,-0.0524,0.1948,0.2419
37.7747,-0.1033,0.4942,-0.1461,-0.1390,0.3580,-0.4270,0.3067,0.1745,0.1745,0.1842,0.0026,0.3491,0.3491,0.0000,-0.0524,0.1958,0.2370
37.7747,-0.1047,0.4983,-0.1401,-0.1390,0.3580,-0.4270,0.3078,0.1745,0.1745,0.1921,0.0044,0.3491,0.3491,0.0000,-0.0524,0.1967,0.2320
37.7747,-0.1060,0.5025,-0.1344,-0.1390,0.3580,-0.4270,0.3090,0.1745,0.1745,0.1999,0.0067,0.3491,0.3491,0.0000,-0.0524,0.1976,0.2270
37.7747,-0.1074,0.5066,-0.1288,-0.1390,0.3580,-0.4270,0.3101,0.1745,0.1745,0.2076,0.0093,0.3491,0.3491,0.0000,-0.0524,0.1985,0.2219
37.7747,-0.1087,0.5108,-0.1234,-0.1390,0.3580,-0.4270,0.3113,0.1745,0.1745,0.2151,0.0123,0.3491,0.3491,0.0000,-0.0524,0.1995,0.2168
37.7747,-0.1100,0.5150,-0.1183,-0.1390,0.3580,-0.4270,0.3124,0.1745,0.1745,0.2223,0.0158,0.3491,0.3491,0.0000,-0.0524,0.2004,0.2116
37.7747,-0.1114,0.5192,-0.1134,-0.1390,0.3580,-0.4270,0.3135,0.1745,0.1745,0.2294,0.0195,0.3491,0.3491,0.0000,-0.0524,0.2013,0.2064
37.7747,-0.1127,0.5234,-0.1086,-0.1390,0.3580,-0.4270,0.3147,0.1745,0.1745,0.2362,0.0236,0.3517,0.3491,0.0000,-0.0524,0.2022,0.2012
37.7747,-0.1141,0.5276,-0.1041,-0.1390,0.3580,-0.4270,0.3158,0.1745,0.1745,0.2428,0.0280,0.3603,0.3491,0.0000,-0.0524,0.2032,0.1960
37.7747,-0.1154,0.5317,-0.0998,-0.1390,0.3580,-0.4270,0.3169,0.1745,0.1745,0.2491,0.0328,0.3744,0.3491,0.0000,-0.0524,0.2041,0.1908
37.7747,-0.1168,0.5359,-0.0958,-0.1390,0.3580,-0.4270,0.3180,0.1745,0.1745,0.2550,0.0377,0.3936,0.3491,0.0000,-0.0524,0.2050,0.1856
37.7747,-0.1181,0.5401,-0.0919,-0.1390,0.3580,-0.4270,0.3192,0.1745,0.1745,0.2606,0.0430,0.4173,0.3491,0.0000,-0.0524,0.2059,0.1804
37.7747,-0.1195,0.5442,-0.0883,-0.1390,0.3580,-0.4270,0.3203,0.1745,0.1745,0.2659,0.0485,0.4451,0.3491,0.0000,-0.0524,0.2069,0.1753
37.7747,-0.1208,0.5483,-0.0849,-0.1390,0.3580,-0.4270,0.3213,0.1745,0.1745,0.2707,0.0542,0.4767,0.3491,0.0000,-0.0524,0.2078,0.1702
37.7747,-0.1221,0.5525,-0.0817,-0.1390,0.3580,-0.4270,0.3224,0.1745,0.1745,0.2752,0.0601,0.5114,0.3491,0.0000,-0.0524,0.2087,0.1651
37.7747,-0.1235,0.5565,-0.0788,-0.1390,0.3580,-0.4270,0.3235,0.1745,0.1745,0.2793,0.0662,0.5489,0.3491,0.0000,-0.0524,0.2096,0.1601
37.7747,-0.1248,0.5606,-0.0761,-0.1390,0.3580,-0.4270,0.3245,0.1745,0.1745,0.2828,0.0725,0.5888,0.3491,0.0000,-0.0524,0.2105,0.1551
37.7748,-0.1261,0.5647,-0.0735,-0.1390,0.3580,-0.4270,0.3256,0.1745,0.1745,0.2860,0.0789,0.6305,0.3491,0.0000,-0.0524,0.2114,0.1503
37.7748,-0.1274,0.5687,-0.0713,-0.1390,0.3580,-0.4270,0.3266,0.1745,0.1745,0.2886,0.0854,0.6736,0.3491,0.0000,-0.0524,0.2123,0.1455
37.7748,-0.1287,0.5727,-0.0692,-0.1390,0.3580,-0.4270,0.3276,0.1745,0.1745,0.2907,0.0920,0.7176,0.3491,0.0000,-0.0524,0.2131,0.1409
37.7748,-0.1299,0.5766,-0.0673,-0.1390,0.3580,-0.4270,0.3286,0.1745,0.1745,0.2922,0.0987,0.7622,0.3491,0.0000,-0.0524,0.2140,0.1364
37.7748,-0.1312,0.5805,-0.0656,-0.1390,0.3580,-0.4270,0.3296,0.1745,0.1745,0.2932,0.1055,0.8068,0.3491,0.0000,-0.0524,0.2149,0.1320
37.7748,-0.1324,0.5844,-0.0642,-0.1390,0.3580,-0.4270,0.3306,0.1745,0.1745,0.2936,0.1123,0.8510,0.3491,0.0000,-0.0524,0.2157,0.1277
37.7748,-0.1337,0.5882,-0.0629,-0.1390,0.3580,-0.4270,0.3315,0.1745,0.1745,0.2932,0.1192,0.8943,0.3491,-0.0004,-0.0524,0.2166,0.1236
37.7748,-0.1349,0.5920,-0.0618,-0.1390,0.3580,-0.4270,0.3324,0.1745,0.1745,0.2918,0.1261,0.9363,0.3491,-0.0018,-0.0524,0.2174,0.1197
37.7748,-0.1361,0.5957,-0.0609,-0.1390,0.3580,-0.4270,0.3333,0.1745,0.1745,0.2893,0.1329,0.9765,0.3491,-0.0044,-0.0524,0.2182,0.1160
37.7748,-0.1373,0.5994,-0.0602,-0.1390,0.3580,-0.4270,0.3342,0.1745,0.1745,0.2860,0.1397,1.0145,0.3491,-0.0079,-0.0524,0.2190,0.1124
37.7748,-0.1385,0.6030,-0.0597,-0.1390,0.3580,-0.4270,0.3351,0.1745,0.1745,0.2817,0.1465,1.0498,0.3491,-0.0125,-0.0524,0.2198,0.1091
37.7748,-0.1396,0.6066,-0.0593,-0.1390,0.3580,-0.4270,0.3359,0.1745,0.1745,0.2766,0.1532,1.0820,0.3491,-0.0181,-0.0524,0.2206,0.1062
37.7748,-0.1407,0.6101,-0.0591,-0.1390,0.3580,-0.4270,0.3367,0.1745,0.1745,0.2707,0.1598,1.1105,0.3491,-0.0247,-0.0524,0.2214,0.1045
37.7748,-0.1419,0.6136,-0.0590,-0.1390,0.3580,-0.4270,0.3375,0.1745,0.1745,0.2641,0.1664,1.1351,0.3491,-0.0321,-0.0524,0.2221,0.1040
37.7748,-0.1430,0.6170,-0.0591,-0.1390,0.3580,-0.4270,0.3383,0.1745,0.1745,0.2568,0.1727,1.1551,0.3491,-0.0405,-0.0524,0.2229,0.1047
37.7748,-0.1440,0.6203,-0.0593,-0.1390,0.3580,-0.4270,0.3390,0.1745,0.1745,0.2490,0.1790,1.1702,0.3491,-0.0497,-0.0524,0.2236,0.1066
37.7748,-0.1451,0.6236,-0.0596,-0.1390,0.3580,-0.4270,0.3397,0.1745,0.1745,0.2405,0.1851,1.1798,0.3491,-0.0596,-0.0524,0.2243,0.1095
37.7748,-0.1461,0.6267,-0.0601,-0.1390,0.3580,-0.4270,0.3404,0.1745,0.1745,0.2316,0.1910,1.1836,0.3491,-0.0703,-0.0524,0.2250,0.1136
37.7748,-0.1471,0.6299,-0.0607,-0.1390,0.3580,-0.4270,0.3411,0.1745,0.1745,0.2222,0.1967,1.1824,0.3505,-0.0816,-0.0524,0.2257,0.1187
37.7748,-0.1481,0.6329,-0.0613,-0.1390,0.3580,-0.4270,0.3417,0.1745,0.1745,0.2124,0.2021,1.1779,0.3556,-0.0935,-0.0524,0.2263,0.1247
37.7748,-0.1490,0.6358,-0.0621,-0.1390,0.3580,-0.4270,0.3423,0.1745,0.1745,0.2022,0.2074,1.1702,0.3639,-0.1059,-0.0524,0.2270,0.1317
37.7748,-0.1500,0.6387,-0.0629,-0.1390,0.3580,-0.4270,0.3428,0.1745,0.1745,0.1918,0.2123,1.1592,0.3753,-0.1187,-0.0524,0.2276,0.1395
37.7748,-0.1509,0.6415,-0.0638,-0.1390,0.3580,-0.4270,0.3434,0.1745,0.1745,0.1812,0.2170,1.1450,0.3894,-0.1318,-0.0524,0.2282,0.1480
37.7748,-0.1517,0.6442,-0.0648,-0.1390,0.3580,-0.4270,0.3439,0.1745,0.1745,0.1704,0.2214,1.1276,0.4060,-0.1452,-0.0524,0.2288,0.1573
37.7748,-0.1526,0.6468,-0.0658,-0.1390,0.3580,-0.4270,0.3443,0.1745,0.1745,0.1594,0.2255,1.1070,0.4249,-0.1588,-0.0524,0.2293,0.1672
37.7748,-0.1534,0.6493,-0.0669,-0.1390,0.3580,-0.4270,0.3447,0.1745,0.1745,0.1484,0.2292,1.0831,0.4457,-0.1725,-0.0524,0.2299,0.1777
37.7748,-0.1542,0.6517,-0.0680,-0.1390,0.3580,-0.4270,0.3451,0.1745,0.1745,0.1374,0.2326,1.0560,0.4681,-0.1862,-0.0524,0.2304,0.1886
37.7748,-0.1549,0.6541,-0.0691,-0.1390,0.3580,-0.4270,0.3455,0.1745,0.1745,0.1265,0.2356,1.0256,0.4920,-0.1998,-0.0524,0.2309,0.2000
37.7748,-0.1556,0.6563,-0.0703,-0.1390,0.3580,-0.4270,0.3458,0.1745,0.1745,0.1156,0.2382,0.9920,0.5170,-0.2133,-0.0524,0.2313,0.2116
37.7748,-0.1563,0.6584,-0.0714,-0.1390,0.3580,-0.4270,0.3461,0.1745,0.1745,0.1049,0.2404,0.9552,0.5428,-0.2265,-0.0524,0.2318,0.2234
37.7748,-0.1570,0.6604,-0.0725,-0.1390,0.3580,-0.4270,0.3463,0.1745,0.1745,0.0944,0.2422,0.9151,0.5692,-0.2394,-0.0524,0.2322,0.2353
37.7748,-0.1576,0.6623,-0.0737,-0.1390,0.3580,-0.4270,0.3465,0.1745,0.1745,0.0842,0.2435,0.8718,0.5959,-0.2519,-0.0524,0.2326,0.2473
37.7748,-0.1582,0.6641,-0.0747,-0.1390,0.3580,-0.4270,0.3467,0.1745,0.1745,0.0743,0.2443,0.8253,0.6227,-0.2640,-0.0524,0.2330,0.2591
37.7748,-0.1587,0.6658,-0.0758,-0.1390,0.3580,-0.4270,0.3468,0.1745,0.1745,0.0648,0.2447,0.7756,0.6492,-0.2755,-0.0524,0.2333,0.2707
37.7748,-0.1592,0.6673,-0.0768,-0.1390,0.3580,-0.4270,0.3468,0.1745,0.1745,0.0557,0.2444,0.7226,0.6752,-0.2863,-0.0524,0.2336,0.2820
37.7748,-0.1597,0.6688,-0.0778,-0.1390,0.3580,-0.4270,0.3468,0.1745,0.1745,0.0471,0.2432,0.6663,0.7005,-0.2965,-0.0524,0.2339,0.2929
37.7749,-0.1601,0.6701,-0.0787,-0.1390,0.3580,-0.4270,0.3468,0.1745,0.1745,0.0391,0.2412,0.6069,0.7247,-0.3059,-0.0524,0.2342,0.3031
37.7749,-0.1605,0.6713,-0.0795,-0.1390,0.3580,-0.4270,0.3468,0.1745,0.1745,0.0316,0.2384,0.5442,0.7475,-0.3145,-0.0524,0.2344,0.3127
37.7749,-0.1608,0.6723,-0.0803,-0.1390,0.3580,-0.4270,0.3466,0.1745,0.1745,0.0248,0.2349,0.4783,0.7687,-0.3223,-0.0524,0.2346,0.3215
37.7749,-0.1611,0.6733,-0.0810,-0.1390,0.3580,-0.4270,0.3465,0.1745,0.1745,0.0187,0.2307,0.4091,0.7881,-0.3291,-0.0524,0.2348,0.3293
37.7749,-0.1614,0.6741,-0.0816,-0.1390,0.3580,-0.4270,0.3463,0.1745,0.1745,0.0133,0.2258,0.3367,0.8054,-0.3350,-0.0524,0.2349,0.3360
37.7749,-0.1616,0.6747,-0.0820,-0.1390,0.3580,-0.4270,0.3460,0.1745,0.1745,0.0088,0.2203,0.2611,0.8202,-0.3399,-0.0524,0.2351,0.3415
37.7749,-0.1618,0.6753,-0.0824,-0.1390,0.3580,-0.4270,0.3457,0.1745,0.1745,0.0052,0.2143,0.1822,0.8323,-0.3438,-0.0524,0.2351,0.3456
37.7749,-0.1619,0.6757,-0.0827,-0.1390,0.3580,-0.4270,0.3453,0.1745,0.1745,0.0025,0.2077,0.1001,0.8414,-0.3466,-0.0524,0.2352,0.3482
37.7749,-0.1620,0.6759,-0.0829,-0.1390,0.3580,-0.4270,0.3449,0.1745,0.1745,0.0007,0.2007,0.0148,0.8474,-0.3484,-0.0524,0.2352,0.3491
38.3370,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.3444,0.1745,0.1745,0.0000,0.1921,-0.0873,0.8498,-0.3491,-0.0524,0.2352,0.3489
38.3370,-0.1620,0.6759,-0.0829,-0.1390,0.3580,-0.4270,0.3442,0.1745,0.1745,0.0003,0.1842,-0.0448,0.8486,-0.3480,-0.0524,0.2352,0.3484
38.3370,-0.1618,0.6755,-0.0826,-0.1390,0.3580,-0.4270,0.3439,0.1745,0.1745,0.0013,0.1760,-0.0033,0.8451,-0.3447,-0.0524,0.2352,0.3476
38.3370,-0.1616,0.6748,-0.0821,-0.1390,0.3580,-0.4270,0.3433,0.1745,0.1745,0.0029,0.1676,0.0372,0.8391,-0.3393,-0.0524,0.2352,0.3466
38.3370,-0.1613,0.6739,-0.0814,-0.1390,0.3580,-0.4270,0.3425,0.1745,0.1745,0.0051,0.1589,0.0766,0.8308,-0.3318,-0.0524,0.2352,0.3452
38.3370,-0.1610,0.6728,-0.0806,-0.1390,0.3580,-0.4270,0.3415,0.1745,0.1745,0.0078,0.1500,0.1150,0.8200,-0.3224,-0.0524,0.2352,0.3437
38.3370,-0.1605,0.6714,-0.0796,-0.1390,0.3580,-0.4270,0.3403,0.1745,0.1745,0.0111,0.1410,0.1524,0.8069,-0.3111,-0.0524,0.2352,0.3420
38.3370,-0.1600,0.6699,-0.0785,-0.1390,0.3580,-0.4270,0.3390,0.1745,0.1745,0.0149,0.1318,0.1888,0.7914,-0.2981,-0.0524,0.2352,0.3400
38.3370,-0.1594,0.6680,-0.0773,-0.1390,0.3580,-0.4270,0.3375,0.1745,0.1745,0.0191,0.1227,0.2241,0.7735,-0.2835,-0.0524,0.2352,0.3380
38.3370,-0.1588,0.6660,-0.0760,-0.1390,0.3580,-0.4270,0.3359,0.1745,0.1745,0.0238,0.1135,0.2584,0.7533,-0.2676,-0.0524,0.2352,0.3357
38.3370,-0.1581,0.6638,-0.0745,-0.1390,0.3580,-0.4270,0.3342,0.1745,0.1745,0.0288,0.1044,0.2917,0.7306,-0.2505,-0.0524,0.2352,0.3334
38.3371,-0.1573,0.6613,-0.0731,-0.1390,0.3580,-0.4270,0.3324,0.1745,0.1745,0.0342,0.0954,0.3240,0.7056,-0.2324,-0.0524,0.2352,0.3309
38.3371,-0.1564,0.6587,-0.0716,-0.1390,0.3580,-0.4270,0.3305,0.1745,0.1745,0.0400,0.0865,0.3552,0.6782,-0.2137,-0.0524,0.2352,0.3284
38.3371,-0.1555,0.6559,-0.0701,-0.1390,0.3580,-0.4270,0.3286,0.1745,0.1745,0.0461,0.0777,0.3855,0.6484,-0.1944,-0.0524,0.2352,0.3258
38.3371,-0.1545,0.6529,-0.0685,-0.1390,0.3580,-0.4270,0.3266,0.1745,0.1745,0.0525,0.0692,0.4147,0.6162,-0.1749,-0.0524,0.2352,0.3231
38.3371,-0.1535,0.6497,-0.0671,-0.1390,0.3580,-0.4270,0.3246,0.1745,0.1745,0.0591,0.0610,0.4429,0.5816,-0.1554,-0.0524,0.2352,0.3205
38.3371,-0.1524,0.6463,-0.0656,-0.1390,0.3580,-0.4270,0.3226,0.1745,0.1745,0.0659,0.0531,0.4700,0.5447,-0.1361,-0.0524,0.2352,0.3178
38.3371,-0.1513,0.6428,-0.0643,-0.1390,0.3580,-0.4270,0.3206,0.1745,0.1745,0.0729,0.0456,0.4962,0.5053,-0.1173,-0.0524,0.2352,0.3151
38.3371,-0.1501,0.6391,-0.0631,-0.1390,0.3580,-0.4270,0.3187,0.1745,0.1745,0.0801,0.0385,0.5213,0.4636,-0.0992,-0.0524,0.2352,0.3124
38.3371,-0.1489,0.6353,-0.0619,-0.1390,0.3580,-0.4270,0.3168,0.1745,0.1745,0.0874,0.0318,0.5454,0.4195,-0.0821,-0.0524,0.2352,0.3098
38.3371,-0.1476,0.6313,-0.0610,-0.1390,0.3580,-0.4270,0.3150,0.1745,0.1745,0.0948,0.0257,0.5684,0.3730,-0.0661,-0.0524,0.2352,0.3072
38.3371,-0.1463,0.6272,-0.0602,-0.1390,0.3580,-0.4270,0.3132,0.1745,0.1745,0.1022,0.0201,0.5905,0.3241,-0.0515,-0.0524,0.2352,0.3047
38.3371,-0.1449,0.6230,-0.0596,-0.1390,0.3580,-0.4270,0.3115,0.1745,0.1745,0.1097,0.0150,0.6115,0.2729,-0.0384,-0.0524,0.2352,0.3022
38.3371,-0.1435,0.6186,-0.0592,-0.1390,0.3580,-0.4270,0.3100,0.1745,0.1745,0.1172,0.0107,0.6315,0.2192,-0.0271,-0.0524,0.2352,0.2998
38.3371,-0.1420,0.6141,-0.0590,-0.1390,0.3580,-0.4270,0.3086,0.1745,0.1745,0.1246,0.0070,0.6505,0.1632,-0.0176,-0.0524,0.2352,0.2976
38.3371,-0.1405,0.6095,-0.0591,-0.1390,0.3580,-0.4270,0.3073,0.1745,0.1745,0.1320,0.0040,0.6684,0.1048,-0.0100,-0.0524,0.2352,0.2954
38.3371,-0.1390,0.6048,-0.0595,-0.1390,0.3580,-0.4270,0.3062,0.1745,0.1745,0.1393,0.0018,0.6854,0.0440,-0.0045,-0.0524,0.2352,0.2934
38.3371,-0.1375,0.6000,-0.0601,-0.1390,0.3580,-0.4270,0.3053,0.1745,0.1745,0.1465,0.0005,0.7013,-0.0192,-0.0012,-0.0524,0.2352,0.2915
38.4788,-0.1358,0.5949,-0.0611,-0.1390,0.3580,-0.4270,0.3046,0.1745,0.1745,0.1538,0.0000,0.7167,-0.0873,0.0000,-0.0524,0.2352,0.2897
38.4788,-0.1342,0.5898,-0.0624,-0.1390,0.3580,-0.4270,0.3040,0.1745,0.1745,0.1606,0.0000,0.7305,0.0102,0.0000,-0.0524,0.2352,0.2855
38.4788,-0.1326,0.5848,-0.0640,-0.1390,0.3580,-0.4270,0.3032,0.1745,0.1745,0.1673,0.0000,0.7433,0.1005,0.0000,-0.0524,0.2352,0.2812
38.4788,-0.1309,0.5796,-0.0660,-0.1390,0.3580,-0.4270,0.3022,0.1745,0.1745,0.1736,0.0000,0.7551,0.1836,0.0000,-0.0524,0.2352,0.2768
38.4788,-0.1292,0.5744,-0.0683,-0.1390,0.3580,-0.4270,0.3011,0.1745,0.1745,0.1797,0.0000,0.7659,0.2595,0.0000,-0.0524,0.2352,0.2723
